x,y
0.0,1.034883237767628
0.2564102564102564,2.044004704695016
0.5128205128205128,5.666931270896702
0.7692307692307692,3.4863056284679215
1.0256410256410255,5.915412280659422
1.282051282051282,4.94322666806682
1.5384615384615383,7.546957628258859
1.7948717948717947,7.769566350721247
2.051282051282051,7.997208256188063
2.3076923076923075,8.882314396941489
2.564102564102564,9.0375199968783
2.8205128205128203,10.90761066302054
3.0769230769230766,10.775785750428449
3.333333333333333,10.774394236232752
3.5897435897435894,11.49129319491115
3.846153846153846,13.711049456183655
4.102564102564102,15.88678356410274
4.358974358974359,15.236914690496516
4.615384615384615,15.727515520043962
4.871794871794871,16.901210754987154
5.128205128205128,18.69061712632221
5.384615384615384,18.37322865521001
5.6410256410256405,18.51214969224318
5.897435897435897,20.79859640236758
6.153846153846153,20.89029490000007
6.41025641025641,22.76652522276522
6.666666666666666,22.183234437221905
6.9230769230769225,21.544761737510267
7.179487179487179,22.170302339215873
7.435897435897435,25.958620239923555
7.692307692307692,26.80058879770637
7.948717948717948,25.666634632871244
8.205128205128204,26.232197294248625
8.46153846153846,28.846059676857582
8.717948717948717,27.046800471802666
8.974358974358974,28.028349904121097
9.23076923076923,30.335634486996735
9.487179487179485,30.066933338678865
9.743589743589743,31.225647364049156
10.0,31.83655710147549
2.0,40.0
8.0,-10.0
