x,y
0.0,6.743934526167792
0.20833333333333334,5.647326492071632
0.4166666666666667,6.244654843463726
0.625,5.328429046465292
0.8333333333333334,5.899879149192538
1.0416666666666667,5.34424284336639
1.25,7.239583934594853
1.4583333333333335,5.280029710218468
1.6666666666666667,7.449017009084328
1.875,6.68434894249484
2.0833333333333335,8.254580426800654
2.291666666666667,8.042535655397927
2.5,9.320646157646802
2.7083333333333335,8.43910802447198
2.916666666666667,6.344626411013426
3.125,8.0580468271018
3.3333333333333335,7.1613261407385185
3.541666666666667,8.023386824300394
3.75,10.261228433276722
3.9583333333333335,9.595867144231029
4.166666666666667,8.467736238087921
4.375,8.3612826335596
4.583333333333334,9.616115426209594
4.791666666666667,8.57510651728554
5.0,9.328859722603418
6.0,13.112009471551245
6.208333333333333,13.705312036106697
6.416666666666667,12.908761472224441
6.625,9.758710491401901
6.833333333333333,12.10436672903026
7.041666666666667,11.622033573232578
7.25,11.713890285372694
7.458333333333334,12.666209681651207
7.666666666666667,8.736761723195258
7.875,9.958896574808895
8.083333333333334,10.890906322793354
8.291666666666668,8.468405600546056
8.5,11.27594904805351
8.708333333333334,9.918356612700657
8.916666666666668,10.146583985843403
9.125,8.479056338478205
9.333333333333334,9.61376368996621
9.541666666666668,9.618471555989037
9.75,8.532878020137169
9.958333333333334,8.284400892698695
10.166666666666668,8.070343239281724
10.375,6.686654735260619
10.583333333333334,7.152471319759646
10.791666666666668,6.89747746754764
11.0,7.183393864353496
