x,y
0.13936287708201545,9.209704724874502
2.2965602999885526,1.6553172273527816
1.3182221778652103,2.8472008233793558
6.776586736128575,1.5361339519205863
1.2183250462853112,1.1549006366535497
5.06329931620633,0.21148016336440034
6.9426243564288646,0.5539540916426011
5.811166092209024,1.746414709358527
1.9977565166005762,0.5338193262717539
8.041245261822628,5.911438161109713
7.154071296158016,6.807145267995064
7.389840039155418,3.936304568320282
1.3105775155731325,3.179910969520494
1.237538036503446,5.045262370222301
9.275625510065076,8.750049422346086
3.9757819382494066,8.51131626822206
3.0094869178093973,0.43475062012791943
4.885840453515334,1.8149840959652408
6.628642127635825,2.36744871104396
9.5562325704697,2.493875758322118
2.8644622688205503,5.712326517427727
9.248084293120272,4.162624257031923
0.24859491386256316,0.49254119927593987
5.551980423268247,3.736141384595716
6.339751116810851,5.2375294871763725
1.058974037507533,1.0167190290371597
1.4033959706391264,8.334585537885598
4.191143193163038,0.5196186646510426
9.662319121431818,9.248418690180621
5.960425532343728,0.991131415798755
9.330232216002113,8.435749515977527
8.043609156129708,9.026531439276171
4.673816015552915,9.795706805865926
7.847634492521874,8.020258802735935
0.17836783976987736,7.794775407713289
1.0914399676573494,6.424832759955477
8.294286148827364,7.78996354578129
7.968170883251617,1.3455220841314708
2.3264074196643367,5.360680359476373
5.307695905990535,5.142228701904145
6.060158207000109,8.575721441225575
8.677389537760112,4.627993655935159
6.031071573387257,3.850894961003535
4.1257156927368035,6.395632712371101
3.741840434071827,2.6646331750084604
4.258820863735099,1.3976841095395687
6.519310255799741,4.778772740237458
8.674906317523249,4.16889368594885
4.538968820762998,2.325699405288737
2.478395629513581,3.67511810115128
2.3666236299758117,3.663924498262474
7.460142802434464,3.2749556441254546
8.165687634239104,3.79464079726929
1.0527807985412496,6.8574334545594535
0.6655885695517816,2.968764745712853
5.944336637564518,9.488579267153405
1.4617324419269828,9.16348019538178
8.246641904563413,4.809104283000786
3.1033467392407443,3.283612050046888
1.4387193297114265,5.354347898300031
