x,y
0.0,20.86735819606995
0.20408163265306123,21.58774222853603
0.40816326530612246,15.016287642473817
0.6122448979591837,18.12261900398932
0.8163265306122449,17.364392241203248
1.0204081632653061,16.552754210372015
1.2244897959183674,17.337838552442395
1.4285714285714286,22.341966790846044
1.6326530612244898,14.953527061083534
1.836734693877551,20.149733022958117
2.0408163265306123,11.890166195356667
2.2448979591836737,15.627997971267163
2.4489795918367347,16.814789807559915
2.6530612244897958,17.77907515734314
2.857142857142857,17.84796545366428
3.0612244897959187,17.7882049709059
3.2653061224489797,14.055865599581217
3.4693877551020407,13.408862989353239
3.673469387755102,17.063723562138808
3.8775510204081636,13.60976049474291
4.081632653061225,10.050492050394396
4.285714285714286,10.17156692941813
4.4897959183673475,10.506949264444145
4.6938775510204085,14.450665905630679
4.8979591836734695,13.080338432701492
5.1020408163265305,14.418394837713508
5.3061224489795915,10.75905838752101
5.510204081632653,12.210312950781162
5.714285714285714,13.305342610473438
5.918367346938775,10.194409360431122
6.122448979591837,12.186652243284477
6.326530612244898,8.5244262584327
6.530612244897959,9.114920092957846
6.73469387755102,8.752745501678483
6.938775510204081,6.004317797926759
7.142857142857143,10.74663172807103
7.346938775510204,7.571384816126521
7.551020408163265,8.710951743938164
7.755102040816327,9.809586915493234
7.959183673469388,9.40081801788575
8.16326530612245,9.751257367734684
8.36734693877551,7.153523138308465
8.571428571428571,5.872962206724681
8.775510204081632,6.5975800611583555
8.979591836734695,1.4686089430238685
9.183673469387756,1.883152378649104
9.387755102040817,1.9502685098755674
9.591836734693878,2.6205044151547376
9.795918367346939,6.505445129149901
10.0,2.2835628339198175
