x,y
-5.0,19.24367489192122
-4.830508474576272,21.265506293934674
-4.661016949152542,16.66753525810697
-4.491525423728813,17.61407164253601
-4.322033898305085,13.076746254458847
-4.152542372881356,13.38401141112484
-3.983050847457627,10.791711132925176
-3.8135593220338984,10.956521610336193
-3.6440677966101696,12.304000359947828
-3.4745762711864407,6.2035033650488
-3.305084745762712,9.607715428430412
-3.135593220338983,8.341027079413191
-2.9661016949152543,5.849907500269726
-2.7966101694915255,3.364707043305826
-2.6271186440677967,5.665660911434634
-2.457627118644068,3.77295942530819
-2.288135593220339,4.653804017078843
-2.1186440677966103,3.6346264398547006
-1.9491525423728815,6.242914289392765
-1.7796610169491527,2.0550434132527458
-1.6101694915254239,0.027121647907664137
-1.440677966101695,2.0189936715213657
-1.2711864406779663,1.7327253415143438
-1.1016949152542375,3.6893604995185063
-0.9322033898305087,2.36542501983835
-0.7627118644067803,1.1791256287845122
-0.593220338983051,3.2081340789056565
-0.4237288135593218,-2.2338892226933895
-0.25423728813559343,-1.2277937865566628
-0.08474576271186507,-1.8474064073729572
0.08474576271186418,-0.7738741308734435
0.25423728813559343,-2.701663016169785
0.4237288135593218,1.413938779581121
0.5932203389830502,-0.16291709773101481
0.7627118644067794,-2.4762290785198235
0.9322033898305087,-1.3359556344058903
1.101694915254237,1.598013043938023
1.2711864406779654,2.968985109359574
1.4406779661016946,5.653904184992306
1.6101694915254239,7.901841565166054
1.7796610169491522,3.3625735347507857
1.9491525423728806,1.0602802666872033
2.11864406779661,-0.6731704126548053
2.288135593220339,4.723874519057107
2.4576271186440675,3.2060626528151412
2.627118644067796,4.690687375647521
2.796610169491525,5.032629153963118
2.9661016949152543,6.756625638830545
3.1355932203389827,9.99751633632392
3.305084745762711,9.052965276229381
3.4745762711864394,9.340874537356113
3.6440677966101696,8.552076579381415
3.813559322033898,8.2852218727286
3.9830508474576263,11.719139424599671
4.152542372881356,13.687321425223459
4.322033898305085,18.479841441638367
4.491525423728813,16.39958954854761
4.6610169491525415,19.345542222275927
4.83050847457627,17.668458501284224
5.0,17.63011246716595
